,Player,Team,FF Pts,SCK,DEFFR,DEFINT,DEFTD,DEFSAF,Week,Season
8,Giants,NYG,18,3,0,3,0,0,17,2017
9, Bengals,CIN,18,1,0,1,1,0,17,2017
10, Falcons,ATL,16,2,0,3,0,0,17,2017
11, Cowboys,DAL,14,3,1,1,0,0,17,2017
12, Browns,CLE,14,3,1,1,0,0,17,2017
13, 49ers,SF,14,3,2,0,0,0,17,2017
14, Patriots,NE,12,4,0,0,0,1,17,2017
15, Chargers,LAC,12,2,1,1,0,0,17,2017
16, Rams,LAR,12,0,1,2,0,0,17,2017
17, Colts,IND,12,2,0,1,0,1,17,2017
18, Seahawks,SEA,12,1,0,1,0,0,17,2017
19, Bears,CHI,10,2,0,0,0,0,17,2017
20, Football Team,WAS,8,2,0,1,0,0,17,2017
21, Dolphins,MIA,8,4,0,0,0,0,17,2017
22, Vikings,MIN,6,1,0,0,0,1,17,2017
23, Ravens,BAL,6,1,1,0,0,0,17,2017
24, Bills,BUF,6,1,0,1,0,0,17,2017
25, Cardinals,ARI,6,3,0,0,0,0,17,2017
26, Eagles,PHI,6,1,1,0,0,0,17,2017
27, Packers,GB,4,2,0,0,0,0,17,2017
28, Jets,NYJ,4,2,0,0,0,0,17,2017
29, Raiders,LVR,2,1,0,0,0,0,17,2017
30, Texans,HOU,2,1,0,0,0,0,17,2017
31, Panthers,CAR,2,1,0,0,0,0,17,2017
0,Jets,NYJ,38,0,0,5,1,0,1,2018
1,Vikings,MIN,34,3,1,3,1,0,1,2018
2,Browns,CLE,32,4,3,3,0,0,1,2018
3,Bears,CHI,28,4,1,1,1,0,1,2018
4,Rams,LAR,26,1,0,3,1,0,1,2018
5,Lions,DET,24,2,1,1,1,0,1,2018
6,Broncos,DEN,24,6,1,2,0,0,1,2018
7,Jaguars,JAC,24,2,1,1,1,0,1,2018
8,Bengals,CIN,24,2,1,1,1,0,1,2018
9, Buccaneers,TB,22,1,2,0,1,0,1,2018
10, Ravens,BAL,20,6,0,2,0,0,1,2018
11, Dolphins,MIA,18,0,0,3,0,0,1,2018
12, Steelers,PIT,18,7,0,1,0,0,1,2018
13, Texans,HOU,16,2,2,1,0,0,1,2018
14, Panthers,CAR,16,6,1,0,0,0,1,2018
15, Titans,TEN,16,1,0,2,0,0,1,2018
16, Chiefs,KC,16,1,1,1,0,0,1,2018
17, Patriots,NE,14,3,1,1,0,0,1,2018
18, Seahawks,SEA,14,1,0,3,0,0,1,2018
19, Football Team,WAS,12,2,1,1,0,0,1,2018
20, Falcons,ATL,12,2,1,1,0,0,1,2018
21, Colts,IND,12,2,1,1,0,0,1,2018
22, Eagles,PHI,12,4,0,1,0,0,1,2018
23, Cowboys,DAL,10,3,1,0,0,0,1,2018
24, Packers,GB,10,3,1,0,0,0,1,2018
25, Cardinals,ARI,10,3,1,0,0,0,1,2018
26, 49ers,SF,10,3,1,0,0,0,1,2018
27, Bills,BUF,8,2,1,0,0,0,1,2018
28, Giants,NYG,6,1,0,1,0,0,1,2018
29, Chargers,LAC,2,1,0,0,0,0,1,2018
30, Raiders,LVR,2,1,0,0,0,0,1,2018
31, Saints,NO,0,0,0,0,0,0,1,2018
0,Bears,CHI,32,6,1,1,1,0,2,2018
1,Bengals,CIN,20,4,1,2,0,0,2,2018
2,Chargers,LAC,18,5,0,2,0,0,2,2018
3,Dolphins,MIA,18,3,1,2,0,0,2,2018
4,Cowboys,DAL,16,6,1,0,0,0,2,2018
5,Jets,NYJ,16,4,2,0,0,0,2,2018
6,Buccaneers,TB,14,3,2,0,0,0,2,2018
7,Browns,CLE,14,3,2,0,0,0,2,2018
8,Lions,DET,12,6,0,0,0,0,2,2018
9, Seahawks,SEA,12,2,0,2,0,0,2,2018
10, Eagles,PHI,12,2,1,1,0,0,2,2018
11, Titans,TEN,12,4,0,1,0,0,2,2018
12, Football Team,WAS,10,1,0,2,0,0,2,2018
13, Saints,NO,10,3,0,1,0,0,2,2018
14, Steelers,PIT,10,1,1,0,0,1,2,2018
15, Colts,IND,10,3,1,0,0,0,2,2018
16, Patriots,NE,8,0,1,1,0,0,2,2018
17, Falcons,ATL,8,2,0,1,0,0,2,2018
18, Jaguars,JAC,8,2,1,0,0,0,2,2018
19, Packers,GB,8,2,0,1,0,0,2,2018
20, Vikings,MIN,8,4,0,0,0,0,2,2018
21, Cardinals,ARI,8,2,0,1,0,0,2,2018
22, 49ers,SF,8,2,1,0,0,0,2,2018
23, Rams,LAR,6,1,0,1,0,0,2,2018
24, Raiders,LVR,6,1,0,1,0,0,2,2018
25, Panthers,CAR,4,0,0,1,0,0,2,2018
26, Bills,BUF,4,2,0,0,0,0,2,2018
27, Broncos,DEN,2,1,0,0,0,0,2,2018
28, Texans,HOU,2,1,0,0,0,0,2,2018
29, Chiefs,KC,2,1,0,0,0,0,2,2018
30, Giants,NYG,0,0,0,0,0,0,2,2018
31, Ravens,BAL,0,0,0,0,0,0,2,2018
0,Steelers,PIT,34,3,1,3,1,0,3,2018
1,Bears,CHI,24,4,1,3,0,0,3,2018
2,Seahawks,SEA,22,5,1,2,0,0,3,2018
3,Panthers,CAR,20,2,0,4,0,0,3,2018
4,Bills,BUF,20,4,2,1,0,0,3,2018
5,Colts,IND,18,5,1,1,0,0,3,2018
6,Browns,CLE,16,2,1,2,0,0,3,2018
7,Dolphins,MIA,14,3,0,2,0,0,3,2018
8,Giants,NYG,14,3,1,1,0,0,3,2018
9, Cardinals,ARI,14,3,1,1,0,0,3,2018
10, Football Team,WAS,12,4,1,0,0,0,3,2018
11, Rams,LAR,12,2,2,0,0,0,3,2018
12, Chargers,LAC,10,1,1,1,0,0,3,2018
13, Buccaneers,TB,10,3,0,1,0,0,3,2018
14, Ravens,BAL,10,3,0,1,0,0,3,2018
15, Titans,TEN,10,3,1,0,0,0,3,2018
16, Jets,NYJ,9,4,0,0,0,0,3,2018
17, Lions,DET,8,2,0,1,0,0,3,2018
18, Texans,HOU,8,4,0,0,0,0,3,2018
19, Chiefs,KC,8,4,0,0,0,0,3,2018
20, Patriots,NE,6,1,0,1,0,0,3,2018
21, Saints,NO,6,3,0,0,0,0,3,2018
22, Jaguars,JAC,6,3,0,0,0,0,3,2018
23, Vikings,MIN,6,3,0,0,0,0,3,2018
24, Cowboys,DAL,4,2,0,0,0,0,3,2018
25, Broncos,DEN,4,2,0,0,0,0,3,2018
26, Packers,GB,4,0,0,1,0,0,3,2018
27, Eagles,PHI,4,2,0,0,0,0,3,2018
28, 49ers,SF,4,2,0,0,0,0,3,2018
29, Raiders,LVR,2,1,0,0,0,0,3,2018
30, Falcons,ATL,2,1,0,0,0,0,3,2018
31, Bengals,CIN,2,1,0,0,0,0,3,2018
0,Raiders,LVR,32,2,2,2,1,0,4,2018
1,Texans,HOU,28,4,2,0,1,0,4,2018
2,Packers,GB,26,7,1,2,0,0,4,2018
3,Bears,CHI,20,4,0,3,0,0,4,2018
4,Colts,IND,18,7,0,1,0,0,4,2018
5,49ers,SF,18,1,0,1,1,0,4,2018
6,Jets,NYJ,16,2,2,1,0,0,4,2018
7,Saints,NO,14,3,2,0,0,0,4,2018
8,Browns,CLE,14,3,0,2,0,0,4,2018
9, Patriots,NE,12,2,1,1,0,0,4,2018
10, Rams,LAR,12,4,1,0,0,0,4,2018
11, Bills,BUF,12,2,1,1,0,0,4,2018
12, Titans,TEN,12,4,1,0,0,0,4,2018
13, Chiefs,KC,12,4,0,1,0,0,4,2018
14, Chargers,LAC,10,1,0,2,0,0,4,2018
15, Falcons,ATL,10,3,0,1,0,0,4,2018
16, Jaguars,JAC,10,3,0,0,0,1,4,2018
17, Ravens,BAL,10,1,1,1,0,0,4,2018
18, Eagles,PHI,10,3,0,1,0,0,4,2018
19, Dolphins,MIA,8,0,0,2,0,0,4,2018
20, Steelers,PIT,8,2,1,0,0,0,4,2018
21, Lions,DET,6,3,0,0,0,0,4,2018
22, Cowboys,DAL,6,3,0,0,0,0,4,2018
23, Seahawks,SEA,6,1,1,0,0,0,4,2018
24, Bengals,CIN,6,3,0,0,0,0,4,2018
25, Cardinals,ARI,4,2,0,0,0,0,4,2018
26, Broncos,DEN,2,1,0,0,0,0,4,2018
27, Vikings,MIN,2,1,0,0,0,0,4,2018
28, Giants,NYG,2,1,0,0,0,0,4,2018
29, Buccaneers,TB,2,1,0,0,0,0,4,2018
0,Bengals,CIN,42,3,1,2,2,0,5,2018
1,Chiefs,KC,42,5,1,4,1,0,5,2018
2,Cardinals,ARI,40,4,3,2,1,0,5,2018
3,Steelers,PIT,28,6,1,0,1,0,5,2018
4,Panthers,CAR,26,1,1,2,1,0,5,2018
5,Vikings,MIN,26,3,2,0,1,0,5,2018
6,Lions,DET,20,4,3,0,0,0,5,2018
7,Bills,BUF,16,2,2,1,0,0,5,2018
8,Patriots,NE,14,1,1,2,0,0,5,2018
9, Chargers,LAC,14,3,1,1,0,0,5,2018
10, Saints,NO,14,3,1,1,0,0,5,2018
11, Dolphins,MIA,14,2,0,1,0,0,5,2018
12, Ravens,BAL,14,5,0,1,0,0,5,2018
13, Texans,HOU,12,2,0,2,0,0,5,2018
14, Jets,NYJ,12,4,0,1,0,0,5,2018
15, Browns,CLE,12,2,1,1,0,0,5,2018
16, Cowboys,DAL,10,1,1,1,0,0,5,2018
17, Broncos,DEN,10,1,1,1,0,0,5,2018
18, Jaguars,JAC,10,1,0,2,0,0,5,2018
19, Giants,NYG,10,1,0,2,0,0,5,2018
20, Football Team,WAS,8,2,1,0,0,0,5,2018
21, Colts,IND,8,0,0,2,0,0,5,2018
22, Seahawks,SEA,8,0,0,2,0,0,5,2018
23, Packers,GB,6,3,0,0,0,0,5,2018
24, Eagles,PHI,6,1,1,0,0,0,5,2018
25, Titans,TEN,6,1,0,1,0,0,5,2018
26, Rams,LAR,4,2,0,0,0,0,5,2018
27, Falcons,ATL,4,0,0,1,0,0,5,2018
28, Raiders,LVR,2,1,0,0,0,0,5,2018
29, 49ers,SF,2,1,0,0,0,0,5,2018
0,Cardinals,ARI,30,4,1,1,1,0,6,2018
1,Texans,HOU,28,2,1,2,1,0,6,2018
2,Jets,NYJ,28,0,1,3,1,0,6,2018
3,Bills,BUF,26,7,1,2,0,0,6,2018
4,Ravens,BAL,22,11,0,0,0,0,6,2018
5,Seahawks,SEA,20,6,2,0,0,0,6,2018
6,Chargers,LAC,18,5,0,2,0,0,6,2018
7,Dolphins,MIA,16,2,2,1,0,0,6,2018
8,Packers,GB,16,2,2,1,0,0,6,2018
9, Vikings,MIN,16,4,1,1,0,0,6,2018
10, Football Team,WAS,14,1,2,1,0,0,6,2018
11, Cowboys,DAL,14,3,1,1,0,0,6,2018
12, Broncos,DEN,14,5,0,1,0,0,6,2018
13, Falcons,ATL,12,2,0,2,0,0,6,2018
14, Colts,IND,12,2,1,1,0,0,6,2018
15, Bears,CHI,12,0,1,2,0,0,6,2018
16, Eagles,PHI,12,4,0,1,0,0,6,2018
17, Patriots,NE,8,0,0,2,0,0,6,2018
18, Rams,LAR,8,2,0,1,0,0,6,2018
19, Chiefs,KC,8,2,1,0,0,0,6,2018
20, Raiders,LVR,6,1,0,1,0,0,6,2018
21, Jaguars,JAC,6,3,0,0,0,0,6,2018
22, Panthers,CAR,6,3,0,0,0,0,6,2018
23, Steelers,PIT,6,3,0,0,0,0,6,2018
24, Browns,CLE,6,1,0,1,0,0,6,2018
25, 49ers,SF,6,3,0,0,0,0,6,2018
26, Titans,TEN,4,0,0,1,0,0,6,2018
27, Giants,NYG,2,1,0,0,0,0,6,2018
28, Buccaneers,TB,2,1,0,0,0,0,6,2018
29, Bengals,CIN,0,0,0,0,0,0,6,2018
0,Broncos,DEN,56,6,2,3,2,0,7,2018
1,Rams,LAR,34,7,2,2,0,1,7,2018
2,Football Team,WAS,28,4,2,0,1,0,7,2018
3,Browns,CLE,28,4,2,2,0,1,7,2018
4,Colts,IND,24,2,2,3,0,0,7,2018
5,Vikings,MIN,22,3,1,3,0,0,7,2018
6,Texans,HOU,20,4,2,1,0,0,7,2018
7,Chiefs,KC,20,2,0,1,1,0,7,2018
8,Patriots,NE,18,2,0,2,0,0,7,2018
9, Buccaneers,TB,14,5,1,0,0,0,7,2018
10, Bears,CHI,14,1,2,1,0,0,7,2018
11, Panthers,CAR,10,3,1,0,0,0,7,2018
12, Giants,NYG,10,3,1,0,0,0,7,2018
13, Lions,DET,8,4,0,0,0,0,7,2018
14, Chargers,LAC,8,2,0,1,0,0,7,2018
15, Falcons,ATL,8,4,0,0,0,0,7,2018
16, Bengals,CIN,8,2,0,1,0,0,7,2018
17, Cardinals,ARI,8,2,0,1,0,0,7,2018
18, Ravens,BAL,6,1,1,0,0,0,7,2018
19, Bills,BUF,4,0,0,0,0,1,7,2018
20, Eagles,PHI,4,2,0,0,0,0,7,2018
21, Titans,TEN,4,2,0,0,0,0,7,2018
22, Saints,NO,2,1,0,0,0,0,7,2018
23, Cowboys,DAL,2,1,0,0,0,0,7,2018
24, Dolphins,MIA,2,1,0,0,0,0,7,2018
25, Jaguars,JAC,2,1,0,0,0,0,7,2018
26, Jets,NYJ,2,1,0,0,0,0,7,2018
27, 49ers,SF,2,1,0,0,0,0,7,2018
0,Bengals,CIN,40,6,0,4,1,0,8,2018
1,Saints,NO,28,4,1,1,1,0,8,2018
2,Patriots,NE,26,3,1,1,1,0,8,2018
3,Football Team,WAS,22,7,0,2,0,0,8,2018
4,Chiefs,KC,18,5,1,1,0,0,8,2018
5,49ers,SF,18,3,1,1,0,1,8,2018
6,Jaguars,JAC,16,4,1,1,0,0,8,2018
7,Panthers,CAR,16,2,1,2,0,0,8,2018
8,Seahawks,SEA,16,2,2,1,0,0,8,2018
9, Rams,LAR,14,3,1,0,0,1,8,2018
10, Steelers,PIT,12,2,0,1,0,1,8,2018
11, Eagles,PHI,12,4,1,0,0,0,8,2018
12, Packers,GB,10,5,0,0,0,0,8,2018
13, Browns,CLE,10,1,1,1,0,0,8,2018
14, Broncos,DEN,8,2,0,1,0,0,8,2018
15, Texans,HOU,8,2,0,1,0,0,8,2018
16, Cardinals,ARI,8,4,0,0,0,0,8,2018
17, Lions,DET,4,2,0,0,0,0,8,2018
18, Vikings,MIN,4,0,0,1,0,0,8,2018
19, Giants,NYG,4,0,1,0,0,0,8,2018
20, Colts,IND,4,0,1,0,0,0,8,2018
21, Buccaneers,TB,4,2,0,0,0,0,8,2018
22, Jets,NYJ,4,2,0,0,0,0,8,2018
23, Bills,BUF,4,2,0,0,0,0,8,2018
24, Bears,CHI,2,1,0,0,0,0,8,2018
25, Dolphins,MIA,0,0,0,0,0,0,8,2018
26, Raiders,LVR,0,0,0,0,0,0,8,2018
27, Ravens,BAL,0,0,0,0,0,0,8,2018
0,Bears,CHI,48,4,1,3,2,0,9,2018
1,Dolphins,MIA,36,4,0,4,1,0,9,2018
2,Vikings,MIN,36,10,1,0,1,0,9,2018
3,Chargers,LAC,24,4,0,1,1,0,9,2018
4,Titans,TEN,18,5,1,1,0,0,9,2018
5,Cowboys,DAL,16,4,2,0,0,0,9,2018
6,Panthers,CAR,14,3,0,2,0,0,9,2018
7,49ers,SF,14,7,0,0,0,0,9,2018
8,Lions,DET,10,1,1,1,0,0,9,2018
9, Falcons,ATL,10,3,0,1,0,0,9,2018
10, Football Team,WAS,8,2,0,1,0,0,9,2018
11, Broncos,DEN,8,4,0,0,0,0,9,2018
12, Texans,HOU,8,2,1,0,0,0,9,2018
13, Jets,NYJ,8,4,0,0,0,0,9,2018
14, Browns,CLE,8,2,0,1,0,0,9,2018
15, Chiefs,KC,8,2,0,1,0,0,9,2018
16, Patriots,NE,6,1,1,0,0,0,9,2018
17, Bills,BUF,6,1,0,1,0,0,9,2018
18, Saints,NO,4,0,0,1,0,0,9,2018
19, Rams,LAR,4,0,1,0,0,0,9,2018
20, Packers,GB,4,2,0,0,0,0,9,2018
21, Steelers,PIT,4,2,0,0,0,0,9,2018
22, Buccaneers,TB,4,2,0,0,0,0,9,2018
23, Seahawks,SEA,4,2,0,0,0,0,9,2018
24, Ravens,BAL,2,1,0,0,0,0,9,2018
25, Raiders,LVR,0,0,0,0,0,0,9,2018
0,Steelers,PIT,30,5,1,1,1,0,10,2018
1,Bears,CHI,24,6,1,2,0,0,10,2018
2,Football Team,WAS,20,2,2,2,0,0,10,2018
3,Packers,GB,20,6,1,1,0,0,10,2018
4,Chiefs,KC,18,5,0,2,0,0,10,2018
5,Saints,NO,16,4,0,2,0,0,10,2018
6,Bills,BUF,14,3,0,2,0,0,10,2018
7,Chargers,LAC,12,4,1,0,0,0,10,2018
8,Browns,CLE,12,2,2,0,0,0,10,2018
9, Rams,LAR,10,4,1,0,0,0,10,2018
10, Cardinals,ARI,10,5,0,0,0,0,10,2018
11, Cowboys,DAL,8,2,0,1,0,0,10,2018
12, Dolphins,MIA,8,2,1,0,0,0,10,2018
13, Giants,NYG,8,0,0,2,0,0,10,2018
14, Eagles,PHI,8,4,0,0,0,0,10,2018
15, Raiders,LVR,6,1,0,1,0,0,10,2018
16, Buccaneers,TB,6,3,0,0,0,0,10,2018
17, Seahawks,SEA,6,2,1,0,0,0,10,2018
18, Titans,TEN,6,3,0,0,0,0,10,2018
19, Patriots,NE,4,2,0,0,0,0,10,2018
20, Falcons,ATL,4,0,0,1,0,0,10,2018
21, Jaguars,JAC,4,0,0,1,0,0,10,2018
22, Colts,IND,4,0,1,0,0,0,10,2018
23, Lions,DET,2,1,0,0,0,0,10,2018
24, Panthers,CAR,2,1,0,0,0,0,10,2018
25, Jets,NYJ,2,1,0,0,0,0,10,2018
26, 49ers,SF,2,1,0,0,0,0,10,2018
27, Bengals,CIN,0,0,0,0,0,0,10,2018
0,Rams,LAR,50,3,2,3,2,0,11,2018
1,Texans,HOU,30,5,0,2,1,0,11,2018
2,Giants,NYG,30,1,0,4,1,0,11,2018
3,Chiefs,KC,30,5,2,0,1,0,11,2018
4,Bears,CHI,28,2,1,2,1,0,11,2018
5,Football Team,WAS,18,3,1,2,0,0,11,2018
6,Saints,NO,18,3,0,3,0,0,11,2018
7,Colts,IND,18,5,0,2,0,0,11,2018
8,Jaguars,JAC,16,2,0,3,0,0,11,2018
9, Steelers,PIT,16,6,1,0,0,0,11,2018
10, Broncos,DEN,14,3,0,2,0,0,11,2018
11, Vikings,MIN,14,1,1,2,0,0,11,2018
12, Lions,DET,10,3,0,1,0,0,11,2018
13, Cowboys,DAL,10,3,0,1,0,0,11,2018
14, Raiders,LVR,10,1,0,2,0,0,11,2018
15, Packers,GB,10,3,1,0,0,0,11,2018
16, Seahawks,SEA,10,5,0,0,0,0,11,2018
17, Bengals,CIN,10,3,0,1,0,0,11,2018
18, Buccaneers,TB,8,4,0,0,0,0,11,2018
19, Cardinals,ARI,8,4,0,0,0,0,11,2018
20, Falcons,ATL,4,2,0,0,0,0,11,2018
21, Panthers,CAR,2,1,0,0,0,0,11,2018
22, Ravens,BAL,2,1,0,0,0,0,11,2018
23, Chargers,LAC,0,0,0,0,0,0,11,2018
24, Eagles,PHI,0,0,0,0,0,0,11,2018
25, Titans,TEN,0,0,0,0,0,0,11,2018
0,Saints,NO,28,6,3,1,0,0,12,2018
1,Ravens,BAL,28,3,1,0,1,0,12,2018
2,Bears,CHI,24,2,0,2,1,0,12,2018
3,Cowboys,DAL,18,3,0,3,0,0,12,2018
4,Broncos,DEN,16,2,1,2,0,0,12,2018
5,Texans,HOU,16,6,1,0,0,0,12,2018
6,Buccaneers,TB,16,4,0,2,0,0,12,2018
7,Dolphins,MIA,14,1,1,2,0,0,12,2018
8,Bills,BUF,14,3,0,2,0,0,12,2018
9, Lions,DET,12,4,1,0,0,0,12,2018
10, Vikings,MIN,12,4,1,0,0,0,12,2018
11, Cardinals,ARI,12,4,1,0,0,0,12,2018
12, Raiders,LVR,10,1,0,2,0,0,12,2018
13, Browns,CLE,10,1,1,1,0,0,12,2018
14, Patriots,NE,8,2,0,1,0,0,12,2018
15, Chargers,LAC,8,2,0,1,0,0,12,2018
16, Football Team,WAS,8,4,0,0,0,0,12,2018
17, Falcons,ATL,8,2,0,1,0,0,12,2018
18, Eagles,PHI,8,2,0,1,0,0,12,2018
19, Titans,TEN,8,4,0,0,0,0,12,2018
20, Giants,NYG,6,3,0,0,0,0,12,2018
21, Colts,IND,6,1,1,0,0,0,12,2018
22, Packers,GB,4,2,0,0,0,0,12,2018
23, Panthers,CAR,4,2,0,0,0,0,12,2018
24, Steelers,PIT,4,2,0,0,0,0,12,2018
25, Seahawks,SEA,4,0,0,1,0,0,12,2018
26, 49ers,SF,2,1,0,0,0,0,12,2018
27, Jaguars,JAC,0,0,0,0,0,0,12,2018
28, Jets,NYJ,0,0,0,0,0,0,12,2018
29, Bengals,CIN,0,0,0,0,0,0,12,2018
0,Giants,NYG,34,5,1,2,1,0,13,2018
1,Seahawks,SEA,30,3,2,1,1,0,13,2018
2,Texans,HOU,28,0,1,3,1,0,13,2018
3,Buccaneers,TB,24,4,0,4,0,0,13,2018
4,Saints,NO,22,7,2,0,0,0,13,2018
5,Jets,NYJ,22,3,0,1,1,0,13,2018
6,Ravens,BAL,22,3,1,0,1,0,13,2018
7,Broncos,DEN,20,4,2,1,0,0,13,2018
8,Falcons,ATL,20,2,1,0,1,0,13,2018
9, Chiefs,KC,18,3,3,0,0,0,13,2018
10, Dolphins,MIA,16,2,1,2,0,0,13,2018
11, Rams,LAR,16,4,1,1,0,0,13,2018
12, Jaguars,JAC,14,3,1,1,0,0,13,2018
13, Patriots,NE,12,2,0,2,0,0,13,2018
14, Lions,DET,12,2,1,1,0,0,13,2018
15, Chargers,LAC,12,1,0,1,0,0,13,2018
16, Panthers,CAR,12,4,1,0,0,0,13,2018
17, Colts,IND,10,3,1,0,0,0,13,2018
18, Bills,BUF,10,3,0,1,0,0,13,2018
19, Bears,CHI,10,3,0,1,0,0,13,2018
20, Eagles,PHI,10,3,0,1,0,0,13,2018
21, Cowboys,DAL,8,2,0,1,0,0,13,2018
22, Bengals,CIN,8,2,1,0,0,0,13,2018
23, Browns,CLE,8,4,0,0,0,0,13,2018
24, Titans,TEN,8,2,0,1,0,0,13,2018
25, 49ers,SF,6,3,0,0,0,0,13,2018
26, Football Team,WAS,4,0,0,1,0,0,13,2018
27, Raiders,LVR,4,0,1,0,0,0,13,2018
28, Packers,GB,4,2,0,0,0,0,13,2018
29, Vikings,MIN,4,0,0,1,0,0,13,2018
30, Steelers,PIT,4,2,0,0,0,0,13,2018
31, Cardinals,ARI,2,1,0,0,0,0,13,2018
0,Giants,NYG,34,5,0,3,1,0,14,2018
1,Bears,CHI,26,3,0,4,0,1,14,2018
2,Lions,DET,22,3,0,1,1,0,14,2018
3,Packers,GB,22,1,1,1,1,0,14,2018
4,Seahawks,SEA,20,2,1,0,1,0,14,2018
5,Jets,NYJ,18,3,1,2,0,0,14,2018
6,Eagles,PHI,18,3,1,2,0,0,14,2018
7,Rams,LAR,16,1,1,3,0,0,14,2018
8,Saints,NO,12,4,0,1,0,0,14,2018
9, Titans,TEN,12,4,1,0,0,0,14,2018
10, Patriots,NE,10,5,0,0,0,0,14,2018
11, Broncos,DEN,10,3,0,1,0,0,14,2018
12, Jaguars,JAC,10,1,0,1,0,1,14,2018
13, Panthers,CAR,10,1,2,0,0,0,14,2018
14, Steelers,PIT,10,3,1,0,0,0,14,2018
15, Colts,IND,10,5,0,0,0,0,14,2018
16, Buccaneers,TB,10,1,1,1,0,0,14,2018
17, Chiefs,KC,9,2,1,0,0,0,14,2018
18, Football Team,WAS,8,2,0,1,0,0,14,2018
19, Cowboys,DAL,8,2,1,0,0,0,14,2018
20, Texans,HOU,8,2,0,1,0,0,14,2018
21, Falcons,ATL,8,4,0,0,0,0,14,2018
22, Vikings,MIN,8,2,0,1,0,0,14,2018
23, Ravens,BAL,8,2,0,1,0,0,14,2018
24, Bills,BUF,8,0,1,1,0,0,14,2018
25, Chargers,LAC,6,3,0,0,0,0,14,2018
26, Raiders,LVR,6,1,0,1,0,0,14,2018
27, Cardinals,ARI,6,1,1,0,0,0,14,2018
28, Browns,CLE,6,1,0,1,0,0,14,2018
29, Dolphins,MIA,4,2,0,0,0,0,14,2018
30, Bengals,CIN,4,2,0,0,0,0,14,2018
31, 49ers,SF,4,2,0,0,0,0,14,2018
0,Falcons,ATL,38,7,1,2,1,0,15,2018
1,Football Team,WAS,20,6,1,1,0,0,15,2018
2,Dolphins,MIA,20,2,0,1,1,0,15,2018
3,Vikings,MIN,18,9,0,0,0,0,15,2018
4,Bengals,CIN,18,5,2,0,0,0,15,2018
5,Chiefs,KC,18,5,0,2,0,0,15,2018
6,Saints,NO,16,4,1,1,0,0,15,2018
7,Eagles,PHI,15,2,2,1,0,0,15,2018
8,Colts,IND,14,3,1,1,0,0,15,2018
9, Bears,CHI,14,5,0,1,0,0,15,2018
10, Titans,TEN,14,3,1,1,0,0,15,2018
11, Patriots,NE,12,2,0,2,0,0,15,2018
12, Broncos,DEN,12,2,1,1,0,0,15,2018
13, Jaguars,JAC,12,3,0,0,0,0,15,2018
14, Buccaneers,TB,12,2,2,0,0,0,15,2018
15, Jets,NYJ,12,6,0,0,0,0,15,2018
16, Browns,CLE,12,2,0,2,0,0,15,2018
17, 49ers,SF,12,3,0,0,0,0,15,2018
18, Texans,HOU,10,3,1,0,0,0,15,2018
19, Seahawks,SEA,10,3,1,0,0,0,15,2018
20, Panthers,CAR,8,2,0,1,0,0,15,2018
21, Raiders,LVR,6,1,0,1,0,0,15,2018
22, Packers,GB,6,1,1,0,0,0,15,2018
23, Steelers,PIT,6,1,0,1,0,0,15,2018
24, Ravens,BAL,6,1,0,1,0,0,15,2018
25, Chargers,LAC,4,2,0,0,0,0,15,2018
26, Cowboys,DAL,4,0,1,0,0,0,15,2018
27, Rams,LAR,4,0,0,1,0,0,15,2018
28, Cardinals,ARI,4,2,0,0,0,0,15,2018
29, Lions,DET,2,1,0,0,0,0,15,2018
30, Giants,NYG,2,1,0,0,0,0,15,2018
31, Bills,BUF,0,0,0,0,0,0,15,2018
0,Ravens,BAL,32,4,1,2,1,0,16,2018
1,Cowboys,DAL,26,3,2,0,1,0,16,2018
2,Jaguars,JAC,26,3,1,1,1,0,16,2018
3,Titans,TEN,24,2,0,2,1,0,16,2018
4,Falcons,ATL,20,2,1,3,0,0,16,2018
5,Jets,NYJ,18,4,1,0,0,0,16,2018
6,Raiders,LVR,16,1,0,2,0,0,16,2018
7,Saints,NO,14,3,2,0,0,0,16,2018
8,Dolphins,MIA,14,5,1,0,0,0,16,2018
9, Texans,HOU,14,1,2,1,0,0,16,2018
10, Bills,BUF,14,1,1,2,0,0,16,2018
11, 49ers,SF,14,3,2,0,0,0,16,2018
12, Patriots,NE,12,0,1,2,0,0,16,2018
13, Eagles,PHI,12,4,1,0,0,0,16,2018
14, Chargers,LAC,10,3,1,0,0,0,16,2018
15, Panthers,CAR,10,1,2,0,0,0,16,2018
16, Seahawks,SEA,10,1,2,0,0,0,16,2018
17, Rams,LAR,8,4,0,0,0,0,16,2018
18, Steelers,PIT,8,2,0,1,0,0,16,2018
19, Cardinals,ARI,8,2,1,0,0,0,16,2018
20, Football Team,WAS,6,3,0,0,0,0,16,2018
21, Vikings,MIN,6,3,0,0,0,0,16,2018
22, Giants,NYG,6,1,0,1,0,0,16,2018
23, Bears,CHI,6,1,0,1,0,0,16,2018
24, Browns,CLE,6,3,0,0,0,0,16,2018
25, Chiefs,KC,6,3,0,0,0,0,16,2018
26, Lions,DET,4,2,0,0,0,0,16,2018
27, Packers,GB,4,2,0,0,0,0,16,2018
28, Colts,IND,4,0,0,1,0,0,16,2018
29, Broncos,DEN,2,1,0,0,0,0,16,2018
30, Buccaneers,TB,2,1,0,0,0,0,16,2018
31, Bengals,CIN,0,0,0,0,0,0,16,2018
